Epeak p_NT gamma logU dens met OH CII_1335 CIV_1551 HeII_1640 CIII_1909 Hbeta OIII_5007 Halpha NII_6583 CI_9850 SIII_9531 HeI_10830 PaGamma PII_1188 FeII_1257 PaBeta FeII_132 FeII_164 PaAlpha
-1.7 0.4 2.0 -2.0 3.0 0.06 9.147 43.543 37.876 184.506 102.783 100.0 2147.144 279.783 258.923 19.235 255.677 48.486 8.822 3.084 12.746 15.656 3.372 10.781 30.884
-1.7 0.1 2.0 -1.0 3.0 0.06 9.147 28.425 308.92 380.288 143.481 100.0 2723.027 276.871 119.287 26.513 147.259 48.284 8.638 1.68 7.217 15.296 1.909 6.104 29.851
-1.7 0.25 2.0 -1.0 3.0 0.06 9.147 22.419 500.187 426.173 252.714 100.0 3048.427 279.144 260.625 174.913 186.792 43.136 8.34 4.412 22.822 14.796 6.037 19.303 28.874
-1.7 0.4 2.0 -1.0 3.0 0.06 9.147 18.06 643.524 435.826 373.576 100.0 2896.603 283.822 451.281 372.354 230.694 36.529 8.017 7.367 39.937 14.329 10.565 33.778 28.049
-1.0 0.1 2.0 -4.0 3.0 0.06 9.147 22.913 0.012 177.341 16.035 100.0 56.979 283.728 1575.554 89.31 213.503 57.12 8.808 12.892 56.426 15.713 14.927 47.725 31.239
-1.0 0.25 2.0 -4.0 3.0 0.06 9.147 22.645 0.012 174.095 16.076 100.0 53.952 284.31 1557.598 91.499 228.268 56.663 8.779 12.988 58.325 15.672 15.43 49.331 31.194
-1.0 0.4 2.0 -4.0 3.0 0.06 9.147 22.214 0.013 168.924 16.081 100.0 49.738 285.176 1527.276 94.494 247.796 55.861 8.736 13.11 60.947 15.613 16.123 51.549 31.131
-1.0 0.1 2.0 -3.5 3.0 0.06 9.147 30.863 0.354 254.495 44.117 100.0 2004.891 280.47 996.889 7.049 325.923 50.47 8.746 5.433 20.581 15.628 9.495 17.408 30.554
-1.0 0.25 2.0 -3.5 3.0 0.06 9.147 30.459 0.347 248.704 44.815 100.0 1972.095 281.363 1027.908 8.376 345.638 49.974 8.692 5.849 24.708 15.571 10.299 20.898 30.434
-1.0 0.4 2.0 -3.5 3.0 0.06 9.147 29.812 0.335 239.694 45.555 100.0 1918.671 282.522 1075.7 12.465 371.894 49.103 8.612 6.574 30.937 15.481 11.505 26.166 30.222
-1.0 0.1 2.0 -3.0 3.0 0.06 9.147 37.965 5.531 335.441 123.643 100.0 568.334 282.421 1531.549 25.776 427.274 46.074 8.778 8.975 35.89 15.533 5.445 30.356 30.904
-1.0 0.25 2.0 -3.0 3.0 0.06 9.147 37.288 5.613 326.088 128.237 100.0 546.444 283.103 1534.94 27.264 447.008 45.473 8.738 9.199 38.932 15.454 6.536 32.929 30.822
-1.0 0.4 2.0 -3.0 3.0 0.06 9.147 36.385 5.711 313.143 134.173 100.0 513.999 284.078 1534.277 29.716 473.582 44.531 8.678 9.573 43.489 15.331 8.184 36.783 30.686
-1.0 0.1 2.0 -2.0 3.0 0.06 9.147 29.319 484.577 609.619 613.959 100.0 3340.174 278.068 362.947 5.432 288.973 34.218 8.417 1.969 10.342 14.933 2.736 8.748 29.018
-1.0 0.25 2.0 -2.0 3.0 0.06 9.147 28.601 506.285 572.589 652.929 100.0 3290.204 280.35 456.009 45.852 302.072 33.571 8.306 3.167 17.832 14.79 4.718 15.083 28.822
-1.0 0.4 2.0 -2.0 3.0 0.06 9.147 27.832 523.608 523.279 692.696 100.0 3164.591 283.541 580.445 129.491 315.555 32.555 8.153 4.789 27.532 14.598 7.283 23.286 28.546
-1.0 0.1 2.0 -1.0 3.0 0.06 9.147 16.896 1020.709 792.606 645.247 100.0 1522.813 289.534 371.652 99.134 146.131 14.9 7.284 2.494 16.298 13.718 4.311 13.785 26.578
-1.0 0.25 2.0 -1.0 3.0 0.06 9.147 17.239 846.081 609.314 597.285 100.0 1272.856 295.791 530.276 356.762 194.087 16.207 7.053 6.31 37.345 13.475 9.879 31.586 26.321
-1.0 0.4 2.0 -1.0 3.0 0.06 9.147 17.697 685.682 457.788 545.275 100.0 1039.42 301.656 681.397 581.624 252.441 16.989 6.783 9.893 56.827 13.18 15.033 48.064 25.845
-1.7 0.1 2.0 -4.0 4.0 0.006 8.147 17.931 0.006 38.293 11.984 100.0 18.234 284.163 43.274 3.514 23.487 105.015 8.608 1.293 2.225 15.362 0.589 1.882 30.219
-1.7 0.25 2.0 -4.0 4.0 0.006 8.147 19.003 0.007 43.912 12.162 100.0 18.34 285.632 42.792 3.622 24.557 102.877 8.568 1.383 2.745 15.32 0.726 2.322 30.197
-1.7 0.4 2.0 -4.0 4.0 0.006 8.147 18.604 0.008 50.462 12.267 100.0 18.238 287.333 42.121 3.799 26.867 99.932 8.509 1.538 3.599 15.255 0.952 3.044 30.13
-1.7 0.1 2.0 -3.5 4.0 0.006 8.147 21.796 0.162 53.515 38.252 100.0 477.766 282.518 23.119 0.164 44.694 110.484 8.443 0.747 0.743 15.169 0.317 0.628 29.41
-1.7 0.25 2.0 -3.5 4.0 0.006 8.147 21.677 0.192 62.251 40.039 100.0 497.039 283.789 24.328 0.178 46.638 107.113 8.372 0.905 1.605 15.1 0.509 1.357 29.266
-1.7 0.4 2.0 -3.5 4.0 0.006 8.147 20.691 0.229 72.298 41.774 100.0 511.097 285.585 26.12 0.205 50.291 102.823 8.283 1.103 2.658 15.019 0.779 2.248 29.106
-1.7 0.1 2.0 -3.0 4.0 0.006 8.147 22.704 2.331 60.52 79.542 100.0 153.821 283.623 39.704 0.833 64.348 114.225 8.506 1.036 1.197 15.025 0.197 1.012 29.765
-1.7 0.25 2.0 -3.0 4.0 0.006 8.147 22.055 2.895 72.304 88.786 100.0 158.041 285.177 39.651 0.866 67.573 110.829 8.445 1.16 1.923 14.942 0.424 1.627 29.676
-1.7 0.4 2.0 -3.0 4.0 0.006 8.147 20.972 3.648 85.569 98.807 100.0 161.163 286.868 39.828 0.927 71.678 105.851 8.372 1.345 2.944 14.845 0.703 2.49 29.557
-1.7 0.1 2.0 -2.0 4.0 0.006 8.147 19.535 53.339 75.833 149.295 100.0 936.523 279.305 5.553 0.007 54.825 110.794 8.356 0.248 0.542 14.821 0.143 0.458 28.825
-1.7 0.25 2.0 -2.0 4.0 0.006 8.147 18.262 73.701 92.459 180.228 100.0 981.28 280.796 8.395 0.024 55.658 107.6 8.258 0.437 1.388 14.7 0.367 1.174 28.628
-1.7 0.4 2.0 -2.0 4.0 0.006 8.147 16.558 99.052 109.849 211.87 100.0 993.744 283.303 11.075 0.318 55.33 101.21 8.13 0.645 2.306 14.563 0.61 1.951 28.439
-1.7 0.1 2.0 -1.0 4.0 0.006 8.147 10.364 199.658 158.244 111.24 100.0 1163.317 277.099 2.661 0.669 19.685 85.574 8.173 0.207 0.829 14.496 0.219 0.701 27.966
-1.7 0.25 2.0 -1.0 4.0 0.006 8.147 9.024 292.262 188.793 135.153 100.0 1144.619 280.116 5.165 9.33 24.305 79.945 7.971 0.615 2.602 14.234 0.688 2.201 27.519
-1.7 0.4 2.0 -1.0 4.0 0.006 8.147 7.575 365.278 216.383 153.371 100.0 1038.777 284.3 7.985 23.286 32.454 70.843 7.7 1.151 4.98 13.917 1.317 4.212 26.929
-1.0 0.1 2.0 -4.0 4.0 0.006 8.147 12.72 0.015 147.322 15.268 100.0 17.089 299.937 46.778 9.073 46.73 93.938 7.92 2.282 7.054 14.598 1.866 5.966 28.656
-1.0 0.25 2.0 -4.0 4.0 0.006 8.147 12.394 0.015 141.379 14.407 100.0 15.556 300.564 45.372 9.228 50.779 90.818 7.906 2.381 7.709 14.581 2.039 6.52 28.69
-1.0 0.4 2.0 -4.0 4.0 0.006 8.147 11.771 0.014 132.712 13.256 100.0 13.579 301.398 43.313 9.412 55.838 86.218 7.888 2.514 8.605 14.562 2.276 7.278 28.754
-1.0 0.1 2.0 -3.5 4.0 0.006 8.147 15.61 0.685 215.648 62.446 100.0 655.539 299.152 29.844 0.426 67.543 86.242 7.426 0.904 2.579 14.329 1.151 2.181 27.107
-1.0 0.25 2.0 -3.5 4.0 0.006 8.147 15.014 0.637 205.423 58.521 100.0 608.588 300.515 30.733 0.481 70.771 82.852 7.412 1.093 3.589 14.316 1.37 3.036 27.208
-1.0 0.4 2.0 -3.5 4.0 0.006 8.147 14.003 0.572 190.482 53.085 100.0 544.397 302.25 31.724 0.608 74.43 77.927 7.399 1.353 4.925 14.306 1.675 4.165 27.353
-1.0 0.1 2.0 -3.0 4.0 0.006 8.147 17.306 17.165 272.947 197.323 100.0 202.017 300.311 46.682 2.165 82.395 79.698 7.691 1.533 4.353 14.021 0.682 3.681 27.925
-1.0 0.25 2.0 -3.0 4.0 0.006 8.147 16.455 16.157 257.625 185.155 100.0 185.515 301.242 45.862 2.252 83.559 75.667 7.678 1.668 5.18 14.017 0.95 4.381 27.986
-1.0 0.4 2.0 -3.0 4.0 0.006 8.147 15.22 14.669 236.473 167.895 100.0 163.279 302.42 44.529 2.386 84.58 70.171 7.664 1.861 6.331 14.013 1.303 5.355 28.09
-1.0 0.1 2.0 -2.0 4.0 0.006 8.147 11.141 354.394 374.948 377.592 100.0 897.604 290.622 8.722 0.031 37.532 68.226 7.14 0.335 1.179 13.583 0.312 0.997 25.938
-1.0 0.25 2.0 -2.0 4.0 0.006 8.147 10.173 322.863 336.807 345.26 100.0 802.958 293.84 11.596 1.333 38.248 61.822 7.094 0.63 2.472 13.581 0.654 2.091 26.152
-1.0 0.4 2.0 -2.0 4.0 0.006 8.147 9.164 288.029 296.147 309.055 100.0 697.683 297.314 14.225 8.294 40.081 54.935 7.013 0.967 3.968 13.524 1.05 3.357 26.213
-1.0 0.1 2.0 -1.0 4.0 0.006 8.147 3.494 433.15 539.246 146.146 100.0 421.717 289.826 4.39 5.525 13.905 28.302 6.28 0.416 1.76 12.637 0.466 1.488 23.818
-1.0 0.25 2.0 -1.0 4.0 0.006 8.147 3.166 339.717 444.503 120.893 100.0 347.736 294.443 8.036 24.437 26.578 25.286 6.153 1.11 4.889 12.539 1.293 4.135 23.779
-1.0 0.4 2.0 -1.0 4.0 0.006 8.147 2.917 256.056 365.5 97.693 100.0 283.238 299.024 11.592 46.805 41.273 22.761 5.989 1.834 8.138 12.384 2.153 6.883 23.553
-1.7 0.1 2.0 -4.0 4.0 0.008 8.272 19.025 0.007 38.347 14.458 100.0 23.152 283.499 66.655 4.645 30.545 104.156 8.644 1.696 2.93 15.407 0.775 2.478 30.316
-1.7 0.25 2.0 -4.0 4.0 0.008 8.272 20.108 0.008 44.09 14.767 100.0 23.379 284.878 66.109 4.797 31.906 102.336 8.606 1.802 3.538 15.367 0.936 2.993 30.295
-1.7 0.4 2.0 -4.0 4.0 0.008 8.272 19.771 0.01 50.817 15.056 100.0 23.393 286.516 65.31 5.036 34.781 99.726 8.549 1.984 4.554 15.304 1.205 3.852 30.228
-1.7 0.1 2.0 -3.5 4.0 0.008 8.272 23.084 0.182 53.777 43.893 100.0 572.724 281.724 35.28 0.217 57.409 109.03 8.516 0.962 0.947 15.238 0.412 0.801 29.634
-1.7 0.25 2.0 -3.5 4.0 0.008 8.272 23.016 0.217 62.703 46.323 100.0 600.92 282.829 37.11 0.236 59.95 106.089 8.449 1.158 2.012 15.172 0.642 1.702 29.483
-1.7 0.4 2.0 -3.5 4.0 0.008 8.272 22.123 0.26 73.024 48.88 100.0 624.958 284.428 39.858 0.276 64.765 102.258 8.362 1.405 3.322 15.09 0.975 2.81 29.304
-1.7 0.1 2.0 -3.0 4.0 0.008 8.272 23.911 2.467 61.197 84.843 100.0 190.134 282.828 60.74 1.099 81.146 111.709 8.559 1.349 1.558 15.128 0.25 1.318 29.916
-1.7 0.25 2.0 -3.0 4.0 0.008 8.272 23.316 3.067 73.258 95.858 100.0 196.371 284.255 60.826 1.144 85.657 108.874 8.502 1.497 2.428 15.044 0.532 2.053 29.828
-1.7 0.4 2.0 -3.0 4.0 0.008 8.272 22.325 3.894 86.915 108.562 100.0 201.686 285.851 61.292 1.229 91.545 104.612 8.43 1.724 3.686 14.941 0.879 3.117 29.7
-1.7 0.1 2.0 -2.0 4.0 0.008 8.272 20.522 52.488 79.264 155.381 100.0 1101.393 278.785 8.553 0.011 68.888 107.28 8.435 0.323 0.682 14.941 0.181 0.577 29.089
-1.7 0.25 2.0 -2.0 4.0 0.008 8.272 19.256 74.567 97.074 191.154 100.0 1168.055 280.047 12.58 0.05 70.711 104.885 8.337 0.56 1.737 14.809 0.46 1.47 28.853
-1.7 0.4 2.0 -2.0 4.0 0.008 8.272 17.567 103.532 116.018 229.818 100.0 1199.76 282.294 16.495 1.036 71.182 99.468 8.209 0.829 2.933 14.658 0.776 2.481 28.618
-1.7 0.1 2.0 -1.0 4.0 0.008 8.272 10.543 214.118 176.987 126.489 100.0 1375.855 276.838 4.158 1.717 26.738 85.007 8.223 0.29 1.133 14.569 0.3 0.958 28.127
-1.7 0.25 2.0 -1.0 4.0 0.008 8.272 9.083 316.768 208.967 155.194 100.0 1348.364 280.134 8.072 17.11 33.061 78.38 8.004 0.852 3.574 14.277 0.945 3.023 27.629
-1.7 0.4 2.0 -1.0 4.0 0.008 8.272 7.579 398.398 235.948 178.102 100.0 1208.718 284.69 12.65 40.322 43.846 68.065 7.719 1.568 6.751 13.937 1.786 5.71 27.001
-1.0 0.1 2.0 -4.0 4.0 0.008 8.272 14.324 0.019 148.578 19.552 100.0 22.333 298.931 73.166 12.105 60.978 94.273 7.963 2.96 9.093 14.642 2.406 7.691 28.75
-1.0 0.25 2.0 -4.0 4.0 0.008 8.272 13.959 0.018 143.011 18.544 100.0 20.424 299.577 71.149 12.341 66.221 91.37 7.945 3.079 9.898 14.62 2.619 8.372 28.767
-1.0 0.4 2.0 -4.0 4.0 0.008 8.272 13.296 0.017 134.824 17.139 100.0 17.916 300.4 68.127 12.636 72.836 87.058 7.925 3.242 11.014 14.596 2.914 9.316 28.812
-1.0 0.1 2.0 -3.5 4.0 0.008 8.272 17.879 0.826 217.792 77.884 100.0 842.215 297.247 46.871 0.591 88.761 86.588 7.552 1.182 3.357 14.395 1.489 2.84 27.354
-1.0 0.25 2.0 -3.5 4.0 0.008 8.272 17.242 0.772 208.085 73.334 100.0 785.767 298.665 48.213 0.676 93.083 83.404 7.526 1.415 4.616 14.376 1.761 3.904 27.411
-1.0 0.4 2.0 -3.5 4.0 0.008 8.272 16.199 0.699 193.911 67.063 100.0 708.776 300.503 49.732 0.899 98.128 78.777 7.496 1.739 6.285 14.351 2.144 5.316 27.496
-1.0 0.1 2.0 -3.0 4.0 0.008 8.272 19.76 19.865 278.182 238.562 100.0 260.787 298.935 72.967 2.918 108.865 80.28 7.761 1.996 5.63 14.135 0.888 4.762 28.065
-1.0 0.25 2.0 -3.0 4.0 0.008 8.272 18.903 18.812 263.498 225.29 100.0 240.317 299.891 71.822 3.05 110.667 76.492 7.742 2.16 6.656 14.115 1.221 5.63 28.104
-1.0 0.4 2.0 -3.0 4.0 0.008 8.272 17.666 17.309 243.127 206.68 100.0 212.904 301.111 69.956 3.259 112.409 71.317 7.718 2.401 8.106 14.091 1.663 6.856 28.165
-1.0 0.1 2.0 -2.0 4.0 0.008 8.272 12.103 409.153 395.813 444.513 100.0 1114.408 289.243 13.766 0.061 49.966 66.696 7.288 0.438 1.54 13.714 0.407 1.303 26.23
-1.0 0.25 2.0 -2.0 4.0 0.008 8.272 11.178 376.342 357.053 410.778 100.0 1002.598 292.582 17.871 3.306 51.063 60.759 7.222 0.818 3.214 13.687 0.85 2.718 26.376
-1.0 0.4 2.0 -2.0 4.0 0.008 8.272 10.13 336.698 313.193 369.163 100.0 870.325 296.37 21.72 15.345 53.239 54.045 7.124 1.252 5.146 13.61 1.361 4.353 26.406
-1.0 0.1 2.0 -1.0 4.0 0.008 8.272 3.79 476.903 556.845 181.666 100.0 459.875 290.912 7.184 10.078 18.62 25.216 6.315 0.558 2.381 12.691 0.63 2.014 23.958
-1.0 0.25 2.0 -1.0 4.0 0.008 8.272 3.546 374.276 453.158 150.344 100.0 374.36 295.81 12.925 40.927 35.167 22.774 6.18 1.469 6.484 12.58 1.715 5.484 23.903
-1.0 0.4 2.0 -1.0 4.0 0.008 8.272 3.375 283.345 367.492 121.723 100.0 300.095 300.55 18.533 76.921 54.111 20.682 5.999 2.411 10.717 12.408 2.835 9.065 23.641
-1.7 0.1 2.0 -4.0 4.0 0.01 8.369 19.935 0.008 38.366 16.289 100.0 27.504 282.934 93.694 5.744 37.194 103.176 8.677 2.084 3.627 15.451 0.959 3.067 30.412
-1.7 0.25 2.0 -4.0 4.0 0.01 8.369 21.013 0.009 44.202 16.755 100.0 27.884 284.215 93.19 5.941 38.856 101.615 8.642 2.204 4.306 15.413 1.139 3.642 30.391
-1.7 0.4 2.0 -4.0 4.0 0.01 8.369 20.739 0.011 51.071 17.222 100.0 28.03 285.786 92.345 6.247 42.222 99.331 8.586 2.41 5.454 15.351 1.443 4.613 30.322
-1.7 0.1 2.0 -3.5 4.0 0.01 8.369 24.118 0.193 53.966 47.214 100.0 645.787 281.162 49.152 0.269 69.069 107.454 8.576 1.164 1.139 15.301 0.506 0.963 29.829
-1.7 0.25 2.0 -3.5 4.0 0.01 8.369 24.096 0.23 63.026 50.224 100.0 682.618 282.125 51.646 0.294 72.185 104.874 8.512 1.39 2.374 15.237 0.767 2.008 29.674
-1.7 0.4 2.0 -3.5 4.0 0.01 8.369 23.287 0.278 73.532 53.559 100.0 716.024 283.555 55.548 0.346 78.101 101.416 8.427 1.68 3.911 15.154 1.152 3.308 29.482
-1.7 0.1 2.0 -3.0 4.0 0.01 8.369 24.954 2.507 61.717 85.793 100.0 220.277 282.196 84.794 1.357 96.052 109.104 8.606 1.647 1.914 15.215 0.301 1.619 30.056
-1.7 0.25 2.0 -3.0 4.0 0.01 8.369 24.365 3.105 73.969 97.865 100.0 228.604 283.522 85.123 1.415 101.821 106.747 8.552 1.814 2.898 15.131 0.628 2.451 29.968
-1.7 0.4 2.0 -3.0 4.0 0.01 8.369 23.445 3.938 87.976 112.263 100.0 236.217 285.027 86.006 1.523 109.468 103.058 8.482 2.076 4.356 15.025 1.035 3.684 29.836
-1.7 0.1 2.0 -2.0 4.0 0.01 8.369 21.549 50.776 82.286 156.851 100.0 1233.682 278.453 12.064 0.015 81.709 104.111 8.496 0.395 0.809 15.037 0.214 0.684 29.303
-1.7 0.25 2.0 -2.0 4.0 0.01 8.369 20.264 73.622 101.052 195.731 100.0 1320.651 279.535 17.39 0.092 84.609 102.298 8.398 0.675 2.06 14.898 0.545 1.742 29.039
-1.7 0.4 2.0 -2.0 4.0 0.01 8.369 18.557 104.859 121.273 240.0 100.0 1372.053 281.584 22.732 2.224 86.062 97.592 8.27 1.002 3.516 14.735 0.93 2.974 28.768
-1.7 0.1 2.0 -1.0 4.0 0.01 8.369 10.898 227.216 193.397 138.911 100.0 1556.893 276.634 6.002 3.138 33.813 84.253 8.261 0.374 1.441 14.624 0.381 1.218 28.249
-1.7 0.25 2.0 -1.0 4.0 0.01 8.369 9.295 336.599 226.029 171.752 100.0 1519.414 280.17 11.661 26.084 41.736 76.782 8.027 1.086 4.527 14.306 1.198 3.829 27.708
-1.7 0.4 2.0 -1.0 4.0 0.01 8.369 7.721 423.299 251.99 198.764 100.0 1347.232 285.011 18.447 59.381 54.911 65.612 7.729 1.972 8.473 13.946 2.242 7.167 27.046
-1.0 0.1 2.0 -4.0 4.0 0.01 8.369 15.8 0.022 149.699 23.453 100.0 27.362 297.969 104.553 15.122 74.683 94.526 8.004 3.609 11.038 14.685 2.92 9.336 28.841
-1.0 0.25 2.0 -4.0 4.0 0.01 8.369 15.405 0.021 144.404 22.314 100.0 25.095 298.62 101.813 15.436 81.004 91.762 7.984 3.743 11.969 14.66 3.166 10.123 28.85
-1.0 0.4 2.0 -4.0 4.0 0.01 8.369 14.707 0.02 136.515 20.69 100.0 22.08 299.456 97.67 15.844 89.015 87.648 7.961 3.929 13.27 14.632 3.511 11.224 28.882
-1.0 0.1 2.0 -3.5 4.0 0.01 8.369 19.888 0.931 219.642 90.796 100.0 1012.995 295.508 67.118 0.764 109.259 86.826 7.662 1.449 4.103 14.458 1.813 3.47 27.576
-1.0 0.25 2.0 -3.5 4.0 0.01 8.369 19.24 0.876 210.347 85.936 100.0 948.798 296.983 68.993 0.887 114.668 83.809 7.627 1.72 5.583 14.433 2.13 4.722 27.6
-1.0 0.4 2.0 -3.5 4.0 0.01 8.369 18.17 0.793 196.565 78.915 100.0 860.311 298.912 71.103 1.235 121.001 79.375 7.585 2.1 7.552 14.399 2.585 6.387 27.646
-1.0 0.1 2.0 -3.0 4.0 0.01 8.369 21.854 21.57 282.6 270.344 100.0 314.96 297.631 104.118 3.681 134.521 80.647 7.827 2.441 6.853 14.236 1.085 5.796 28.203
-1.0 0.25 2.0 -3.0 4.0 0.01 8.369 21.025 20.551 268.405 256.848 100.0 291.321 298.617 102.642 3.86 137.023 77.033 7.803 2.63 8.053 14.205 1.477 6.811 28.222
-1.0 0.4 2.0 -3.0 4.0 0.01 8.369 19.791 19.057 248.515 237.451 100.0 258.247 299.9 100.208 4.155 139.471 72.071 7.772 2.911 9.771 14.166 1.998 8.265 28.255
-1.0 0.1 2.0 -2.0 4.0 0.01 8.369 13.001 449.467 413.059 496.948 100.0 1305.516 288.112 19.842 0.11 62.317 65.15 7.409 0.536 1.892 13.824 0.501 1.6 26.478
-1.0 0.25 2.0 -2.0 4.0 0.01 8.369 12.129 417.308 374.444 463.859 100.0 1182.564 291.481 25.397 5.877 63.891 59.715 7.328 0.996 3.924 13.776 1.038 3.319 26.563
-1.0 0.4 2.0 -2.0 4.0 0.01 8.369 11.059 375.069 328.112 419.169 100.0 1027.122 295.511 30.685 23.236 66.312 53.214 7.216 1.518 6.261 13.683 1.656 5.296 26.566
-1.0 0.1 2.0 -1.0 4.0 0.01 8.369 4.214 510.963 569.048 214.005 100.0 495.199 291.722 10.814 15.228 23.384 23.242 6.359 0.692 2.982 12.746 0.789 2.522 24.104
-1.0 0.25 2.0 -1.0 4.0 0.01 8.369 4.021 402.02 458.767 177.508 100.0 399.912 296.828 19.047 58.95 43.448 21.258 6.217 1.809 8.014 12.624 2.12 6.778 24.029
-1.0 0.4 2.0 -1.0 4.0 0.01 8.369 3.9 306.358 368.427 144.499 100.0 317.816 301.772 27.064 109.484 66.314 19.507 6.027 2.958 13.172 12.442 3.485 11.141 23.748
-1.7 0.1 2.0 -4.0 4.0 0.014 8.515 21.357 0.008 38.32 18.345 100.0 34.565 282.021 156.879 7.823 49.207 100.915 8.739 2.818 4.997 15.535 1.322 4.227 30.602
-1.7 0.25 2.0 -4.0 4.0 0.014 8.515 22.366 0.01 44.304 19.079 100.0 35.273 283.134 156.794 8.118 51.456 99.817 8.706 2.96 5.788 15.498 1.531 4.896 30.578
-1.7 0.4 2.0 -4.0 4.0 0.014 8.515 22.208 0.012 51.359 19.908 100.0 35.751 284.591 156.166 8.552 55.71 98.012 8.653 3.201 7.134 15.438 1.887 6.034 30.51
-1.7 0.1 2.0 -3.5 4.0 0.014 8.515 25.669 0.199 54.186 48.983 100.0 747.495 280.451 81.196 0.369 89.388 104.078 8.669 1.532 1.495 15.414 0.692 1.264 30.16
-1.7 0.25 2.0 -3.5 4.0 0.014 8.515 25.728 0.238 63.423 52.825 100.0 797.24 281.228 85.24 0.404 93.593 102.056 8.609 1.805 3.001 15.353 0.996 2.538 29.998
-1.7 0.4 2.0 -3.5 4.0 0.014 8.515 25.033 0.289 74.227 57.336 100.0 847.766 282.378 91.82 0.483 101.515 99.283 8.528 2.166 4.921 15.269 1.468 4.162 29.786
-1.7 0.1 2.0 -3.0 4.0 0.014 8.515 26.783 2.498 62.492 81.707 100.0 264.577 281.287 140.227 1.848 121.444 104.125 8.685 2.201 2.616 15.359 0.395 2.212 30.313
-1.7 0.25 2.0 -3.0 4.0 0.014 8.515 26.207 3.03 75.019 94.302 100.0 276.774 282.453 141.357 1.93 129.396 102.427 8.636 2.394 3.767 15.276 0.794 3.186 30.226
-1.7 0.4 2.0 -3.0 4.0 0.014 8.515 25.327 3.792 89.525 110.312 100.0 288.894 283.775 143.516 2.084 140.441 99.646 8.569 2.713 5.549 15.164 1.302 4.693 30.085
-1.7 0.1 2.0 -2.0 4.0 0.014 8.515 23.683 47.023 87.51 153.465 100.0 1433.165 278.092 20.498 0.025 104.462 98.679 8.587 0.529 1.031 15.187 0.273 0.872 29.643
-1.7 0.25 2.0 -2.0 4.0 0.014 8.515 22.296 69.944 107.762 195.692 100.0 1554.688 278.927 28.699 0.257 109.578 97.588 8.489 0.889 2.649 15.036 0.701 2.241 29.341
-1.7 0.4 2.0 -2.0 4.0 0.014 8.515 20.537 103.362 130.119 247.456 100.0 1645.653 280.624 37.477 5.42 113.409 94.024 8.361 1.319 4.577 14.857 1.211 3.871 29.01
-1.7 0.1 2.0 -1.0 4.0 0.014 8.515 11.865 251.215 221.14 157.402 100.0 1848.134 276.334 10.754 6.657 47.816 82.388 8.316 0.543 2.051 14.707 0.543 1.735 28.431
-1.7 0.25 2.0 -1.0 4.0 0.014 8.515 9.94 368.346 253.733 197.556 100.0 1791.518 280.257 20.946 45.805 58.586 73.695 8.056 1.536 6.37 14.344 1.685 5.388 27.815
-1.7 0.4 2.0 -1.0 4.0 0.014 8.515 8.222 460.272 276.42 232.499 100.0 1564.857 285.521 33.491 99.792 75.922 61.506 7.738 2.732 11.717 13.95 3.1 9.91 27.091
-1.0 0.1 2.0 -4.0 4.0 0.014 8.515 18.35 0.027 151.679 30.027 100.0 36.836 296.092 181.211 21.04 100.451 94.79 8.084 4.828 14.676 14.768 3.882 12.413 29.024
-1.0 0.25 2.0 -4.0 4.0 0.014 8.515 17.903 0.026 146.593 28.646 100.0 33.84 296.776 176.652 21.508 108.565 92.203 8.063 4.98 15.808 14.742 4.182 13.371 29.029
-1.0 0.4 2.0 -4.0 4.0 0.014 8.515 17.175 0.025 139.252 26.761 100.0 29.961 297.645 170.057 22.161 119.142 88.421 8.034 5.201 17.424 14.706 4.609 14.737 29.032
-1.0 0.1 2.0 -3.5 4.0 0.014 8.515 23.222 1.057 222.709 110.061 100.0 1309.827 292.502 116.377 1.133 148.022 87.027 7.846 1.95 5.504 14.575 2.423 4.655 27.959
-1.0 0.25 2.0 -3.5 4.0 0.014 8.515 22.569 1.003 213.945 104.908 100.0 1234.913 294.027 119.432 1.347 155.438 84.258 7.801 2.282 7.361 14.541 2.818 6.226 27.942
-1.0 0.4 2.0 -3.5 4.0 0.014 8.515 21.526 0.92 201.059 97.512 100.0 1128.318 296.087 123.251 2.047 164.441 80.204 7.741 2.761 9.873 14.49 3.395 8.351 27.922
-1.0 0.1 2.0 -3.0 4.0 0.014 8.515 25.193 22.899 289.415 311.452 100.0 410.07 295.271 179.973 5.221 182.891 80.917 7.946 3.28 9.158 14.41 1.456 7.746 28.458
-1.0 0.25 2.0 -3.0 4.0 0.014 8.515 24.424 22.043 275.846 298.83 100.0 381.182 296.288 177.734 5.502 186.842 77.63 7.916 3.507 10.653 14.364 1.947 9.01 28.453
-1.0 0.4 2.0 -3.0 4.0 0.014 8.515 23.27 20.651 257.072 279.591 100.0 340.743 297.632 174.165 5.99 191.053 73.029 7.873 3.855 12.834 14.302 2.612 10.855 28.436
-1.0 0.1 2.0 -2.0 4.0 0.014 8.515 14.674 504.014 440.38 573.929 100.0 1631.728 286.333 34.998 0.288 86.72 62.321 7.592 0.72 2.577 13.996 0.682 2.18 26.874
-1.0 0.25 2.0 -2.0 4.0 0.014 8.515 13.912 474.791 402.03 544.424 100.0 1493.261 289.723 44.022 11.914 89.247 57.655 7.493 1.318 5.243 13.919 1.387 4.434 26.872
